## Tue Jul 25 22:27:11 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 1129 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Synpcc7942_1515	1140.Synpcc7942_1515	1.52e-208	577.0	COG0631@1|root,COG0631@2|Bacteria,1FZZK@1117|Cyanobacteria,1GZKN@1129|Synechococcus	1129|Synechococcus	T	Serine/threonine phosphatases, family 2C, catalytic domain	-	-	3.1.3.16	ko:K01090	-	-	-	-	ko00000,ko01000	-	-	-	DZR,PP2C_2
Synpcc7942_1516	1140.Synpcc7942_1516	3.45e-163	455.0	COG0406@1|root,COG0406@2|Bacteria,1G6DA@1117|Cyanobacteria,1H163@1129|Synechococcus	1129|Synechococcus	G	Histidine phosphatase superfamily (branch 1)	-	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
Synpcc7942_1517	1140.Synpcc7942_1517	0.0	881.0	COG0642@1|root,COG2205@2|Bacteria,1G02I@1117|Cyanobacteria,1GZY4@1129|Synechococcus	1129|Synechococcus	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HisKA
Synpcc7942_1518	1140.Synpcc7942_1518	0.0	1507.0	COG0210@1|root,COG0210@2|Bacteria,1G17G@1117|Cyanobacteria,1GYWU@1129|Synechococcus	1129|Synechococcus	L	DNA helicase	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
Synpcc7942_1519	1140.Synpcc7942_1519	2.86e-304	830.0	COG0141@1|root,COG0141@2|Bacteria,1G1I2@1117|Cyanobacteria,1GYAR@1129|Synechococcus	1129|Synechococcus	E	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine	hisD	-	1.1.1.23	ko:K00013	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01158,R01163,R03012	RC00099,RC00242,RC00463	ko00000,ko00001,ko00002,ko01000	-	-	-	Histidinol_dh
Synpcc7942_1520	1140.Synpcc7942_1520	1.72e-59	184.0	COG0268@1|root,COG0268@2|Bacteria,1G7PV@1117|Cyanobacteria,1H0RF@1129|Synechococcus	1129|Synechococcus	J	Binds directly to 16S ribosomal RNA	rpsT	-	-	ko:K02968	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S20p
Synpcc7942_1521	1140.Synpcc7942_1521	4.33e-191	530.0	COG0084@1|root,COG0084@2|Bacteria,1G1SK@1117|Cyanobacteria,1GZ28@1129|Synechococcus	1129|Synechococcus	L	Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr)	dtd3	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
Synpcc7942_1522	1140.Synpcc7942_1522	0.0	2198.0	COG0085@1|root,COG0085@2|Bacteria,1G14Y@1117|Cyanobacteria,1GZG9@1129|Synechococcus	1129|Synechococcus	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoB	-	2.7.7.6	ko:K03043	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
Synpcc7942_1523	1140.Synpcc7942_1523	0.0	1245.0	COG0086@1|root,COG0086@2|Bacteria,1G279@1117|Cyanobacteria,1GYP9@1129|Synechococcus	1129|Synechococcus	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC1	-	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3
Synpcc7942_1524	1140.Synpcc7942_1524	0.0	2540.0	COG0086@1|root,COG0086@2|Bacteria,1G08B@1117|Cyanobacteria,1GYQQ@1129|Synechococcus	1129|Synechococcus	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC2	-	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5
Synpcc7942_1525	1140.Synpcc7942_1525	0.0	1182.0	COG1217@1|root,COG1217@2|Bacteria,1G0FW@1117|Cyanobacteria,1GZ9I@1129|Synechococcus	1129|Synechococcus	T	GTP-binding protein	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2
Synpcc7942_1526	1140.Synpcc7942_1526	5.13e-173	484.0	COG1704@1|root,COG1704@2|Bacteria,1G5F1@1117|Cyanobacteria,1H25N@1129|Synechococcus	1129|Synechococcus	S	E3 Ubiquitin ligase	-	-	-	-	-	-	-	-	-	-	-	-	GIDE
Synpcc7942_1527	1140.Synpcc7942_1527	0.0	1674.0	COG0348@1|root,COG1221@1|root,COG0348@2|Bacteria,COG1221@2|Bacteria,1G2AC@1117|Cyanobacteria,1GZ0A@1129|Synechococcus	1129|Synechococcus	CKT	Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_5,Sigma54_activ_2,Sigma54_activat,cNMP_binding
Synpcc7942_1528	1140.Synpcc7942_1528	5.63e-79	234.0	2DMI8@1|root,32RQE@2|Bacteria,1G7QT@1117|Cyanobacteria,1H11B@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF2499)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2499
Synpcc7942_1529	1140.Synpcc7942_1529	5.19e-252	690.0	COG2327@1|root,COG2327@2|Bacteria,1G05I@1117|Cyanobacteria,1GYV1@1129|Synechococcus	1129|Synechococcus	S	Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
Synpcc7942_1530	1140.Synpcc7942_1530	3.82e-90	265.0	COG3585@1|root,COG3585@2|Bacteria,1G8K8@1117|Cyanobacteria,1H20D@1129|Synechococcus	1129|Synechococcus	H	TOBE domain	-	-	-	-	-	-	-	-	-	-	-	-	TOBE
Synpcc7942_1531	1140.Synpcc7942_1531	1.43e-183	511.0	COG0725@1|root,COG0725@2|Bacteria,1G0VZ@1117|Cyanobacteria,1H0C9@1129|Synechococcus	1129|Synechococcus	P	ABC transporter, periplasmic molybdate-binding protein	modA	-	-	ko:K02020	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.8	-	-	SBP_bac_11
Synpcc7942_1532	1140.Synpcc7942_1532	3.39e-148	418.0	COG4149@1|root,COG4149@2|Bacteria,1G08P@1117|Cyanobacteria,1GZ5A@1129|Synechococcus	1129|Synechococcus	P	molybdate ABC transporter, permease protein	modB	-	3.6.3.29	ko:K02017,ko:K02018	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.8	-	-	ABC_tran,BPD_transp_1
Synpcc7942_1533	1140.Synpcc7942_1533	2.24e-200	555.0	COG0479@1|root,COG0479@2|Bacteria,1G2FH@1117|Cyanobacteria,1GYY3@1129|Synechococcus	1129|Synechococcus	C	succinate dehydrogenase	sdhB	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_8
Synpcc7942_1534	1140.Synpcc7942_1534	0.0	1474.0	COG1431@1|root,COG1431@2|Bacteria,1G2N7@1117|Cyanobacteria,1GZK6@1129|Synechococcus	1129|Synechococcus	J	Piwi	-	-	-	ko:K07578	-	-	-	-	ko00000	-	-	-	Piwi
Synpcc7942_1535	1140.Synpcc7942_1535	1.11e-101	295.0	28JIX@1|root,315SX@2|Bacteria,1G6NQ@1117|Cyanobacteria,1H136@1129|Synechococcus	1129|Synechococcus	S	RbcX protein	rbcX	-	-	-	-	-	-	-	-	-	-	-	RcbX
Synpcc7942_1536	1140.Synpcc7942_1536	8.76e-167	465.0	COG0518@1|root,COG0518@2|Bacteria,1G5SC@1117|Cyanobacteria,1GZE5@1129|Synechococcus	1129|Synechococcus	F	glutamine amidotransferase	-	-	-	-	-	-	-	-	-	-	-	-	GATase
Synpcc7942_1539	1140.Synpcc7942_1539	8.07e-68	205.0	2E4VS@1|root,32Y5D@2|Bacteria,1G988@1117|Cyanobacteria,1H225@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1540	1140.Synpcc7942_1540	4.5e-174	484.0	COG2267@1|root,COG2267@2|Bacteria,1GHBE@1117|Cyanobacteria,1H4BV@1129|Synechococcus	1129|Synechococcus	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1
Synpcc7942_1541	1140.Synpcc7942_1541	1.65e-123	351.0	COG0716@1|root,COG0716@2|Bacteria,1G55J@1117|Cyanobacteria,1GZNW@1129|Synechococcus	1129|Synechococcus	C	Low-potential electron donor to a number of redox enzymes	isiB	-	-	ko:K03839	-	-	-	-	ko00000	-	-	-	Flavodoxin_1
Synpcc7942_1542	1140.Synpcc7942_1542	1.68e-254	697.0	2DBG9@1|root,2Z92X@2|Bacteria,1G2EI@1117|Cyanobacteria,1GZGP@1129|Synechococcus	1129|Synechococcus	S	Functions as an antenna for photosystem I (PSI) under iron-limiting conditions, when phycobilisomes disappear	isiA	-	-	ko:K02705	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PSII
Synpcc7942_1544	1140.Synpcc7942_1544	9.76e-50	158.0	COG4691@1|root,COG4691@2|Bacteria,1GNDT@1117|Cyanobacteria,1H0T9@1129|Synechococcus	1129|Synechococcus	S	Plasmid stability protein	-	-	-	ko:K21495	-	-	-	-	ko00000,ko02048	-	-	-	Arc
Synpcc7942_1545	1140.Synpcc7942_1545	1.71e-100	291.0	COG1487@1|root,COG1487@2|Bacteria,1G73I@1117|Cyanobacteria,1H0G9@1129|Synechococcus	1129|Synechococcus	S	Toxic component of a toxin-antitoxin (TA) module. An RNase	vapC	-	-	ko:K07062	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PIN
Synpcc7942_1546	1140.Synpcc7942_1546	0.0	908.0	COG0557@1|root,COG0557@2|Bacteria,1G3WK@1117|Cyanobacteria,1H2HJ@1129|Synechococcus	1129|Synechococcus	K	RNB domain	-	-	-	-	-	-	-	-	-	-	-	-	RNB
Synpcc7942_1548	1140.Synpcc7942_1548	0.0	886.0	COG2421@1|root,COG2421@2|Bacteria,1G0MS@1117|Cyanobacteria,1H3Y7@1129|Synechococcus	1129|Synechococcus	C	Acetamidase/Formamidase family	-	-	-	-	-	-	-	-	-	-	-	-	FmdA_AmdA
Synpcc7942_1549	1140.Synpcc7942_1549	6.3e-129	366.0	COG1974@1|root,COG1974@2|Bacteria,1G6T1@1117|Cyanobacteria,1H08K@1129|Synechococcus	1129|Synechococcus	L	Belongs to the peptidase S24 family	-	-	-	ko:K03503	-	-	-	-	ko00000,ko01000,ko01002,ko03400	-	-	-	Peptidase_S24
Synpcc7942_1550	1140.Synpcc7942_1550	1.3e-301	822.0	COG0389@1|root,COG0389@2|Bacteria,1G07F@1117|Cyanobacteria,1GYJ8@1129|Synechococcus	1129|Synechococcus	L	Nucleotidyltransferase DNA polymerase involved in DNA repair	umuC	-	-	ko:K03502	-	-	-	-	ko00000,ko03400	-	-	-	DUF4113,IMS,IMS_C
Synpcc7942_1551	1140.Synpcc7942_1551	2.22e-183	509.0	2DUF3@1|root,32UX3@2|Bacteria,1G8AK@1117|Cyanobacteria,1H28J@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1552	1140.Synpcc7942_1552	1.28e-230	635.0	COG0059@1|root,COG0059@2|Bacteria,1G0NQ@1117|Cyanobacteria,1GYIW@1129|Synechococcus	1129|Synechococcus	H	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate	ilvC	-	1.1.1.86	ko:K00053	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R03051,R04439,R04440,R05068,R05069,R05071	RC00726,RC00836,RC00837,RC01726	ko00000,ko00001,ko00002,ko01000	-	-	-	IlvC,IlvN
Synpcc7942_1553	1140.Synpcc7942_1553	2.12e-223	614.0	COG0613@1|root,COG0613@2|Bacteria,1G3TZ@1117|Cyanobacteria,1H2VG@1129|Synechococcus	1129|Synechococcus	S	PHP domain	-	-	3.1.3.97	ko:K07053	-	-	R00188,R11188	RC00078	ko00000,ko01000	-	-	-	PHP
Synpcc7942_1554	1140.Synpcc7942_1554	8.17e-135	382.0	COG0740@1|root,COG0740@2|Bacteria,1G1TB@1117|Cyanobacteria,1GZ38@1129|Synechococcus	1129|Synechococcus	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP1	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
Synpcc7942_1555	1140.Synpcc7942_1555	8.76e-178	498.0	2CHNN@1|root,2Z86M@2|Bacteria,1G00K@1117|Cyanobacteria,1GZC1@1129|Synechococcus	1129|Synechococcus	S	May be involved in photosynthetic membrane biogenesis	thf1	-	-	-	-	-	-	-	-	-	-	-	ThylakoidFormat
Synpcc7942_1557	1140.Synpcc7942_1557	1.41e-214	593.0	COG0568@1|root,COG0568@2|Bacteria,1GBV9@1117|Cyanobacteria,1GZ5Y@1129|Synechococcus	1129|Synechococcus	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
Synpcc7942_1558	1140.Synpcc7942_1558	3.34e-272	743.0	2CCG7@1|root,30376@2|Bacteria,1GPQJ@1117|Cyanobacteria,1H3P6@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1562	1140.Synpcc7942_1562	4.44e-221	608.0	COG1397@1|root,COG1397@2|Bacteria,1G437@1117|Cyanobacteria,1H14N@1129|Synechococcus	1129|Synechococcus	O	ADP-ribosylglycohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	ADP_ribosyl_GH
Synpcc7942_1565	1140.Synpcc7942_1565	9.26e-98	284.0	COG4103@1|root,COG4103@2|Bacteria,1G8BX@1117|Cyanobacteria,1H1YV@1129|Synechococcus	1129|Synechococcus	S	Tellurite resistance protein TerB	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1566	1140.Synpcc7942_1566	0.0	1440.0	COG0855@1|root,COG0855@2|Bacteria,1G1WA@1117|Cyanobacteria,1GYE0@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	ppk	-	2.7.4.1	ko:K00937	ko00190,ko03018,map00190,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	PP_kinase,PP_kinase_C,PP_kinase_N
Synpcc7942_1567	1140.Synpcc7942_1567	2.54e-71	214.0	2E7N3@1|root,3323X@2|Bacteria,1G9KR@1117|Cyanobacteria,1H0TT@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1569	1140.Synpcc7942_1569	1.7e-110	317.0	COG4633@1|root,COG4633@2|Bacteria,1G713@1117|Cyanobacteria,1H1C0@1129|Synechococcus	1129|Synechococcus	S	Cupredoxin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupredoxin_1
Synpcc7942_1570	1140.Synpcc7942_1570	0.0	1419.0	COG2217@1|root,COG2217@2|Bacteria,1G0JR@1117|Cyanobacteria,1GZFC@1129|Synechococcus	1129|Synechococcus	P	P-type ATPase	pacS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase
Synpcc7942_1571	1140.Synpcc7942_1571	2e-198	549.0	COG0580@1|root,COG0580@2|Bacteria,1G3MJ@1117|Cyanobacteria,1H4A2@1129|Synechococcus	1129|Synechococcus	U	Major intrinsic protein	-	-	-	-	-	-	-	-	-	-	-	-	MIP
Synpcc7942_1572	1140.Synpcc7942_1572	0.0	1093.0	COG2303@1|root,COG2303@2|Bacteria,1G2DQ@1117|Cyanobacteria,1GYJT@1129|Synechococcus	1129|Synechococcus	E	Dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	GMC_oxred_C,GMC_oxred_N
Synpcc7942_1573	1140.Synpcc7942_1573	8.08e-192	532.0	COG1028@1|root,COG1028@2|Bacteria,1G0IE@1117|Cyanobacteria,1GZT8@1129|Synechococcus	1129|Synechococcus	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	gdh	-	1.1.1.47	ko:K00034	ko00030,ko01120,ko01200,map00030,map01120,map01200	-	R01520,R01521	RC00066	ko00000,ko00001,ko01000	-	-	-	adh_short_C2
Synpcc7942_1574	1140.Synpcc7942_1574	0.0	1873.0	COG1452@1|root,COG1452@2|Bacteria,1G0TW@1117|Cyanobacteria,1GZRS@1129|Synechococcus	1129|Synechococcus	M	PFAM Mannosyl oligosaccharide glucosidase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_63
Synpcc7942_1575	1140.Synpcc7942_1575	0.0	1408.0	COG3408@1|root,COG3408@2|Bacteria,1G2AS@1117|Cyanobacteria,1H06I@1129|Synechococcus	1129|Synechococcus	G	Glycogen debranching enzyme N terminal	-	-	-	-	-	-	-	-	-	-	-	-	GDE_C,GDE_N
Synpcc7942_1576	1140.Synpcc7942_1576	0.0	879.0	COG0038@1|root,COG0038@2|Bacteria,1G17J@1117|Cyanobacteria,1GYNE@1129|Synechococcus	1129|Synechococcus	P	Chloride channel	eriC	-	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	-	Voltage_CLC
Synpcc7942_1577	1140.Synpcc7942_1577	0.0	1150.0	COG0018@1|root,COG0018@2|Bacteria,1G15V@1117|Cyanobacteria,1GZC9@1129|Synechococcus	1129|Synechococcus	J	Arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
Synpcc7942_1578	1140.Synpcc7942_1578	4.99e-188	523.0	COG0805@1|root,COG0805@2|Bacteria,1FZZ8@1117|Cyanobacteria,1GZI4@1129|Synechococcus	1129|Synechococcus	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes	tatC	-	-	ko:K03118	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	TatC
Synpcc7942_1580	1140.Synpcc7942_1580	2.05e-94	275.0	2F0VG@1|root,33UKD@2|Bacteria,1GB17@1117|Cyanobacteria,1H07X@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1582	1140.Synpcc7942_1582	0.0	882.0	COG0486@1|root,COG0486@2|Bacteria,1G189@1117|Cyanobacteria,1GZGE@1129|Synechococcus	1129|Synechococcus	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
Synpcc7942_1583	1140.Synpcc7942_1583	9.06e-125	355.0	COG3216@1|root,COG3216@2|Bacteria,1G7YZ@1117|Cyanobacteria,1H15V@1129|Synechococcus	1129|Synechococcus	S	protein conserved in bacteria	-	-	-	ko:K09928	-	-	-	-	ko00000	-	-	-	DUF2062
Synpcc7942_1584	1140.Synpcc7942_1584	0.0	1008.0	COG0397@1|root,COG0397@2|Bacteria,1FZXV@1117|Cyanobacteria,1GYXS@1129|Synechococcus	1129|Synechococcus	S	Belongs to the UPF0061 (SELO) family	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
Synpcc7942_1585	1140.Synpcc7942_1585	1.97e-185	515.0	COG3023@1|root,COG3023@2|Bacteria,1G384@1117|Cyanobacteria,1GZHC@1129|Synechococcus	1129|Synechococcus	V	Negative regulator of beta-lactamase expression	-	-	-	-	-	-	-	-	-	-	-	-	Amidase_2
Synpcc7942_1586	1140.Synpcc7942_1586	1.22e-306	837.0	COG5002@1|root,COG5002@2|Bacteria,1G133@1117|Cyanobacteria,1GYG2@1129|Synechococcus	1129|Synechococcus	T	Histidine kinase	-	-	2.7.13.3	ko:K11520	ko02020,map02020	M00465	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA
Synpcc7942_1588	1140.Synpcc7942_1588	0.0	1594.0	COG0038@1|root,COG0517@1|root,COG0589@1|root,COG0038@2|Bacteria,COG0517@2|Bacteria,COG0589@2|Bacteria,1G17J@1117|Cyanobacteria,1GYNE@1129|Synechococcus	1129|Synechococcus	P	Chloride channel	eriC	-	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	-	CBS,Usp,Voltage_CLC
Synpcc7942_1589	1140.Synpcc7942_1589	0.0	865.0	COG0312@1|root,COG0312@2|Bacteria,1G0F3@1117|Cyanobacteria,1GZDM@1129|Synechococcus	1129|Synechococcus	S	Putative modulator of DNA gyrase	-	-	-	ko:K03592	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
Synpcc7942_1590	1140.Synpcc7942_1590	1.86e-211	583.0	2CDXI@1|root,2Z7RA@2|Bacteria,1G0QV@1117|Cyanobacteria,1GYCI@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF1092)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1092
Synpcc7942_1591	1140.Synpcc7942_1591	1.39e-202	561.0	COG0539@1|root,COG0539@2|Bacteria,1G1ZQ@1117|Cyanobacteria,1GYIN@1129|Synechococcus	1129|Synechococcus	J	Ribosomal protein S1	rps1b	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
Synpcc7942_1592	1140.Synpcc7942_1592	1.03e-201	557.0	COG1402@1|root,COG1402@2|Bacteria,1G0BV@1117|Cyanobacteria,1GZ6J@1129|Synechococcus	1129|Synechococcus	S	Creatininase	-	-	3.5.2.10	ko:K01470	ko00330,map00330	-	R01884	RC00615	ko00000,ko00001,ko01000	-	-	-	Creatininase
Synpcc7942_1593	1140.Synpcc7942_1593	9.75e-162	453.0	COG1633@1|root,COG1633@2|Bacteria,1G14E@1117|Cyanobacteria,1GYNH@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the decarbonylation of fatty aldehydes to alkanes	-	GO:0003674,GO:0003824,GO:0016829,GO:0016830,GO:0071771	4.1.99.5	ko:K14331	-	-	-	-	ko00000,ko01000	-	-	-	Ald_deCOase
Synpcc7942_1594	1140.Synpcc7942_1594	1.95e-248	681.0	COG5322@1|root,COG5322@2|Bacteria,1G0KK@1117|Cyanobacteria,1GZI5@1129|Synechococcus	1129|Synechococcus	S	in cyanobacteria this enzyme functions in alkane biosynthesis along with aldehyde decarbonylase	-	-	1.2.1.80	ko:K14330	-	-	-	-	ko00000,ko01000	-	-	-	Semialdhyde_dh,Shikimate_DH
Synpcc7942_1595	1140.Synpcc7942_1595	1.5e-229	632.0	COG0825@1|root,COG0825@2|Bacteria,1G0PY@1117|Cyanobacteria,1GYBB@1129|Synechococcus	1129|Synechococcus	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA	accA	-	2.1.3.15,6.4.1.2	ko:K01962	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	ACCA
Synpcc7942_1596	1140.Synpcc7942_1596	7.64e-166	464.0	COG4221@1|root,COG4221@2|Bacteria,1G1CB@1117|Cyanobacteria,1GZRA@1129|Synechococcus	1129|Synechococcus	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
Synpcc7942_1597	1140.Synpcc7942_1597	1.51e-147	416.0	COG0302@1|root,COG0302@2|Bacteria,1G1K8@1117|Cyanobacteria,1GZG5@1129|Synechococcus	1129|Synechococcus	H	GTP cyclohydrolase	folE	-	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_cyclohydroI
